;Identifiant arc;Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Identifiant noeud amont;Libelle noeud amont;Identifiant noeud aval;Libelle noeud aval;Etat arc;Date debut dispo data;Date fin dispo data;geo_point_2d;geo_shape;date;heure;dow;mois;annee;jour_mois;jour_semaine;heure_sin;heure_cos;jour_sin;jour_cos;mois_sin;mois_cos;NOM_USUEL;precipitations heure;duree prec (en min);force moyenne vent (m/s);Température;ensoleillement (en min);datetime;est_pieton;est_vacances;est_avant_vacances;est_ferie;est_avant_ferie;est_weekend
2339;191;Sts_Peres;2024-09-01 05:00:00;236.0;3.27889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;5;6;9;2024;1;Dim;0.9659258262890683;0.25881904510252074;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.2;0.0;1.3;19.7;0.0;2024-09-01 05:00:00;0;1;0;0;0;1
2338;191;Sts_Peres;2024-09-01 06:00:00;187.0;2.77056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;6;6;9;2024;1;Dim;1.0;6.123233995736766e-17;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;0.8;19.5;14.0;2024-09-01 06:00:00;0;1;0;0;0;1
2483;191;Sts_Peres;2024-09-01 07:00:00;125.0;1.87167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;7;6;9;2024;1;Dim;0.9659258262890683;-0.25881904510252063;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.8;19.8;60.0;2024-09-01 07:00:00;0;1;0;0;0;1
2482;191;Sts_Peres;2024-09-01 08:00:00;193.0;2.395;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;8;6;9;2024;1;Dim;0.8660254037844387;-0.49999999999999983;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;4.0;21.3;54.0;2024-09-01 08:00:00;0;1;0;0;0;1
2481;191;Sts_Peres;2024-09-01 09:00:00;204.0;2.57167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;9;6;9;2024;1;Dim;0.7071067811865476;-0.7071067811865475;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.5;22.4;60.0;2024-09-01 09:00:00;0;1;0;0;0;1
2337;191;Sts_Peres;2024-09-01 10:00:00;334.0;4.52389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;10;6;9;2024;1;Dim;0.49999999999999994;-0.8660254037844387;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;4.0;25.2;60.0;2024-09-01 10:00:00;0;1;0;0;0;1
2336;191;Sts_Peres;2024-09-01 11:00:00;393.0;5.31556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;11;6;9;2024;1;Dim;0.258819045102521;-0.9659258262890682;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.8;26.6;60.0;2024-09-01 11:00:00;1;1;0;0;0;1
2335;191;Sts_Peres;2024-09-01 12:00:00;485.0;6.23111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;12;6;9;2024;1;Dim;1.2246467991473532e-16;-1.0;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.7;26.5;60.0;2024-09-01 12:00:00;1;1;0;0;0;1
2480;191;Sts_Peres;2024-09-01 13:00:00;545.0;7.80833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;13;6;9;2024;1;Dim;-0.2588190451025208;-0.9659258262890683;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.9;27.5;46.0;2024-09-01 13:00:00;1;1;0;0;0;1
2334;191;Sts_Peres;2024-09-01 14:00:00;621.0;8.88278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;14;6;9;2024;1;Dim;-0.4999999999999998;-0.8660254037844388;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.6;27.6;45.0;2024-09-01 14:00:00;1;1;0;0;0;1
2333;191;Sts_Peres;2024-09-01 15:00:00;564.0;8.43778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;15;6;9;2024;1;Dim;-0.7071067811865471;-0.7071067811865479;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;4.1;27.7;44.0;2024-09-01 15:00:00;1;1;0;0;0;1
2332;191;Sts_Peres;2024-09-01 16:00:00;547.0;6.98389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;16;6;9;2024;1;Dim;-0.8660254037844384;-0.5000000000000004;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.1;26.3;20.0;2024-09-01 16:00:00;1;1;0;0;0;1
2479;191;Sts_Peres;2024-09-01 17:00:00;669.0;8.59945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;17;6;9;2024;1;Dim;-0.9659258262890683;-0.25881904510252063;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;4.0;26.1;40.0;2024-09-01 17:00:00;1;1;0;0;0;1
2478;191;Sts_Peres;2024-09-01 18:00:00;600.0;7.49056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;18;6;9;2024;1;Dim;-1.0;-1.8369701987210297e-16;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.8;24.8;50.0;2024-09-01 18:00:00;0;1;0;0;0;1
2477;191;Sts_Peres;2024-09-01 19:00:00;694.0;9.24667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;19;6;9;2024;1;Dim;-0.9659258262890684;0.2588190451025203;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.5;23.0;18.0;2024-09-01 19:00:00;0;1;0;0;0;1
2476;191;Sts_Peres;2024-09-01 20:00:00;733.0;10.20278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;20;6;9;2024;1;Dim;-0.8660254037844386;0.5000000000000001;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.3;21.9;0.0;2024-09-01 20:00:00;0;1;0;0;0;1
2475;191;Sts_Peres;2024-09-01 21:00:00;655.0;9.09667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;21;6;9;2024;1;Dim;-0.7071067811865477;0.7071067811865474;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.0;21.4;0.0;2024-09-01 21:00:00;0;1;0;0;0;1
2331;191;Sts_Peres;2024-09-01 22:00:00;583.0;7.57611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;22;6;9;2024;1;Dim;-0.5000000000000004;0.8660254037844384;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.6;20.9;0.0;2024-09-01 22:00:00;0;1;0;0;0;1
2330;191;Sts_Peres;2024-09-01 23:00:00;510.0;6.60334;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-01;23;6;9;2024;1;Dim;-0.25881904510252157;0.9659258262890681;-0.7818314824680299;0.6234898018587334;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.7;20.3;0.0;2024-09-01 23:00:00;0;1;0;0;0;1
2329;191;Sts_Peres;2024-09-02 00:00:00;448.0;6.005;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;0;0;9;2024;2;Lun;0.0;1.0;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.8;19.8;0.0;2024-09-02 00:00:00;0;0;0;0;0;0
2247;191;Sts_Peres;2024-09-02 01:00:00;329.0;4.33834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;1;0;9;2024;2;Lun;0.25881904510252074;0.9659258262890683;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.1;19.2;0.0;2024-09-02 01:00:00;0;0;0;0;0;0
2236;191;Sts_Peres;2024-09-02 02:00:00;204.0;2.85834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;2;0;9;2024;2;Lun;0.49999999999999994;0.8660254037844387;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.5;18.9;0.0;2024-09-02 02:00:00;0;0;0;0;0;0
2248;191;Sts_Peres;2024-09-02 03:00:00;95.0;1.40056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;3;0;9;2024;2;Lun;0.7071067811865475;0.7071067811865476;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.6;18.5;0.0;2024-09-02 03:00:00;0;0;0;0;0;0
2249;191;Sts_Peres;2024-09-02 04:00:00;60.0;0.96111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;4;0;9;2024;2;Lun;0.8660254037844386;0.5000000000000001;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.8;18.4;0.0;2024-09-02 04:00:00;0;0;0;0;0;0
2250;191;Sts_Peres;2024-09-02 05:00:00;98.0;1.59944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;5;0;9;2024;2;Lun;0.9659258262890683;0.25881904510252074;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;0.9;17.9;0.0;2024-09-02 05:00:00;0;0;0;0;0;0
2237;191;Sts_Peres;2024-09-02 06:00:00;192.0;2.77778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;6;0;9;2024;2;Lun;1.0;6.123233995736766e-17;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.3;17.6;6.0;2024-09-02 06:00:00;0;0;0;0;0;0
2238;191;Sts_Peres;2024-09-02 07:00:00;408.0;5.90334;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;7;0;9;2024;2;Lun;0.9659258262890683;-0.25881904510252063;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.2;17.8;60.0;2024-09-02 07:00:00;0;0;0;0;0;0
2239;191;Sts_Peres;2024-09-02 08:00:00;680.0;12.09278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;8;0;9;2024;2;Lun;0.8660254037844387;-0.49999999999999983;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.8;18.8;57.0;2024-09-02 08:00:00;0;0;0;0;0;0
2240;191;Sts_Peres;2024-09-02 09:00:00;871.0;12.02056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;9;0;9;2024;2;Lun;0.7071067811865476;-0.7071067811865475;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.3;20.1;55.0;2024-09-02 09:00:00;0;0;0;0;0;0
2251;191;Sts_Peres;2024-09-02 10:00:00;896.0;13.235;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;10;0;9;2024;2;Lun;0.49999999999999994;-0.8660254037844387;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.3;21.6;58.0;2024-09-02 10:00:00;0;0;0;0;0;0
2252;191;Sts_Peres;2024-09-02 11:00:00;835.0;12.24333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;11;0;9;2024;2;Lun;0.258819045102521;-0.9659258262890682;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.4;21.9;58.0;2024-09-02 11:00:00;0;0;0;0;0;0
2241;191;Sts_Peres;2024-09-02 12:00:00;647.0;8.93945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;12;0;9;2024;2;Lun;1.2246467991473532e-16;-1.0;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.4;23.0;21.0;2024-09-02 12:00:00;0;0;0;0;0;0
2253;191;Sts_Peres;2024-09-02 13:00:00;712.0;9.45667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;13;0;9;2024;2;Lun;-0.2588190451025208;-0.9659258262890683;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.2;23.8;28.0;2024-09-02 13:00:00;0;0;0;0;0;0
2242;191;Sts_Peres;2024-09-02 14:00:00;719.0;9.38889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;14;0;9;2024;2;Lun;-0.4999999999999998;-0.8660254037844388;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.1;24.9;44.0;2024-09-02 14:00:00;0;0;0;0;0;0
2243;191;Sts_Peres;2024-09-02 15:00:00;811.0;11.54167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;15;0;9;2024;2;Lun;-0.7071067811865471;-0.7071067811865479;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.6;25.5;58.0;2024-09-02 15:00:00;0;0;0;0;0;0
2254;191;Sts_Peres;2024-09-02 16:00:00;775.0;10.66444;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;16;0;9;2024;2;Lun;-0.8660254037844384;-0.5000000000000004;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.8;24.1;34.0;2024-09-02 16:00:00;0;0;0;0;0;0
2244;191;Sts_Peres;2024-09-02 17:00:00;749.0;10.45389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;17;0;9;2024;2;Lun;-0.9659258262890683;-0.25881904510252063;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;3.1;23.3;0.0;2024-09-02 17:00:00;0;0;0;0;0;0
1039;191;Sts_Peres;2024-09-02 18:00:00;729.0;9.23945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;18;0;9;2024;2;Lun;-1.0;-1.8369701987210297e-16;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.5;22.4;12.0;2024-09-02 18:00:00;0;0;0;0;0;0
1040;191;Sts_Peres;2024-09-02 19:00:00;828.0;8.72889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;19;0;9;2024;2;Lun;-0.9659258262890684;0.2588190451025203;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.6;20.9;0.0;2024-09-02 19:00:00;0;0;0;0;0;0
1041;191;Sts_Peres;2024-09-02 20:00:00;812.0;8.61389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;20;0;9;2024;2;Lun;-0.8660254037844386;0.5000000000000001;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.5;20.6;0.0;2024-09-02 20:00:00;0;0;0;0;0;0
1042;191;Sts_Peres;2024-09-02 21:00:00;667.0;7.935;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;21;0;9;2024;2;Lun;-0.7071067811865477;0.7071067811865474;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.7;20.7;0.0;2024-09-02 21:00:00;0;0;0;0;0;0
1043;191;Sts_Peres;2024-09-02 22:00:00;549.0;6.96334;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;22;0;9;2024;2;Lun;-0.5000000000000004;0.8660254037844384;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.9;20.7;0.0;2024-09-02 22:00:00;0;0;0;0;0;0
1044;191;Sts_Peres;2024-09-02 23:00:00;548.0;6.86;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-02;23;0;9;2024;2;Lun;-0.25881904510252157;0.9659258262890681;0.0;1.0;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.7;20.7;0.0;2024-09-02 23:00:00;0;0;0;0;0;0
1045;191;Sts_Peres;2024-09-03 00:00:00;412.0;5.21222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-03;0;1;9;2024;3;Mar;0.0;1.0;0.7818314824680298;0.6234898018587336;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;2.1;20.4;0.0;2024-09-03 00:00:00;0;0;0;0;0;0
205;191;Sts_Peres;2024-09-03 01:00:00;323.0;4.45778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-03;1;1;9;2024;3;Mar;0.25881904510252074;0.9659258262890683;0.7818314824680298;0.6234898018587336;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;0.0;1.6;20.2;0.0;2024-09-03 01:00:00;0;0;0;0;0;0
309;191;Sts_Peres;2024-09-03 02:00:00;172.0;2.34278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;03/10/1996;01/01/2023;48.85728037029827, 2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.85826006602721], [2.331650600313023, 48.856300674569326]], ""type"": ""LineString""}";2024-09-03;2;1;9;2024;3;Mar;0.49999999999999994;0.8660254037844387;0.7818314824680298;0.6234898018587336;-1.0;-1.8369701987210297e-16;PARIS-MONTSOURIS;0.0;16.0;1.4;19.9;0.0;2024-09-03 02:00:00;0;0;0;0;0;0
