Modèle,RMSE Test,RMSE Train,Écart %,MAE,R²,Params
LightGBM,85.60639156523511,43.190931862196386,49.54707110942369,60.51517335816902,0.8891700667174078,"{'n_estimators': 700, 'max_depth': 8, 'learning_rate': 0.05, 'num_leaves': 15, 'subsample': 0.6, 'colsample_bytree': 0.5, 'min_child_samples': 20, 'reg_alpha': 0.5, 'reg_lambda': 3.0}"
LightGBM,89.1387210384369,9.446560501120045,89.40240516010246,63.328159887895886,0.8798351395863991,"{'n_estimators': 1200, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'subsample': 0.7, 'colsample_bytree': 0.5, 'min_child_samples': 30, 'reg_alpha': 0.7, 'reg_lambda': 1.5}"
LightGBM,86.58946809332467,28.556267965221895,67.02108397935366,61.09922807269004,0.8866099797359102,"{'n_estimators': 500, 'max_depth': 8, 'learning_rate': 0.07, 'num_leaves': 31, 'subsample': 0.8, 'colsample_bytree': 0.5, 'min_child_samples': 20, 'reg_alpha': 0.3, 'reg_lambda': 2.0}"
LightGBM,87.17424608535683,19.42759075782838,77.71407080618073,62.30972867396465,0.8850732595363968,"{'n_estimators': 1200, 'max_depth': 6, 'learning_rate': 0.07, 'num_leaves': 31, 'subsample': 0.7, 'colsample_bytree': 0.7, 'min_child_samples': 30, 'reg_alpha': 0.5, 'reg_lambda': 2.0}"
LightGBM,85.03162988895426,48.136159369390526,43.39028966955802,60.56011919904454,0.8906532960268075,"{'n_estimators': 700, 'max_depth': 6, 'learning_rate': 0.05, 'num_leaves': 15, 'subsample': 0.6, 'colsample_bytree': 0.5, 'min_child_samples': 50, 'reg_alpha': 0.3, 'reg_lambda': 1.5}"
LightGBM,85.8448259412008,32.14452930771772,62.55507661028397,61.18667280642126,0.8885518309428988,"{'n_estimators': 1200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 31, 'subsample': 0.6, 'colsample_bytree': 0.7, 'min_child_samples': 30, 'reg_alpha': 0.7, 'reg_lambda': 2.0}"
LightGBM,87.30572197900372,28.82317871491052,66.98592250134276,62.194113892100624,0.8847263338999303,"{'n_estimators': 700, 'max_depth': 6, 'learning_rate': 0.1, 'num_leaves': 15, 'subsample': 0.7, 'colsample_bytree': 0.7, 'min_child_samples': 20, 'reg_alpha': 0.5, 'reg_lambda': 1.5}"
LightGBM,85.840853554774,38.60483004448305,55.02743921360267,60.97926866200959,0.8885621450170691,"{'n_estimators': 700, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'subsample': 0.7, 'colsample_bytree': 0.5, 'min_child_samples': 50, 'reg_alpha': 0.3, 'reg_lambda': 2.5}"
LightGBM,85.02784000792919,46.1005639048274,45.78180052494766,60.275442113025655,0.8906630430295142,"{'n_estimators': 700, 'max_depth': 8, 'learning_rate': 0.05, 'num_leaves': 15, 'subsample': 0.6, 'colsample_bytree': 0.6, 'min_child_samples': 50, 'reg_alpha': 0.7, 'reg_lambda': 1.5}"
LightGBM,84.98221597134639,46.229512798312996,45.6009563060814,60.1133174121973,0.8907803470794368,"{'n_estimators': 1200, 'max_depth': 7, 'learning_rate': 0.03, 'num_leaves': 15, 'subsample': 0.7, 'colsample_bytree': 0.5, 'min_child_samples': 50, 'reg_alpha': 0.7, 'reg_lambda': 2.0}"
