;NOM_USUEL;precipitations heure;duree prec (en min);force moyenne vent (m/s);Température;datetime
0;PARIS-MONTSOURIS;0.0;0.0;4.4;7.1;2024-01-01 00:00:00
1;PARIS-MONTSOURIS;0.0;0.0;4.8;7.1;2024-01-01 01:00:00
2;PARIS-MONTSOURIS;0.0;0.0;5.1;7.2;2024-01-01 02:00:00
3;PARIS-MONTSOURIS;0.0;0.0;5.8;7.0;2024-01-01 03:00:00
4;PARIS-MONTSOURIS;0.0;0.0;5.0;6.9;2024-01-01 04:00:00
5;PARIS-MONTSOURIS;0.0;0.0;4.3;6.7;2024-01-01 05:00:00
6;PARIS-MONTSOURIS;0.0;0.0;4.9;6.4;2024-01-01 06:00:00
7;PARIS-MONTSOURIS;0.0;0.0;4.3;6.2;2024-01-01 07:00:00
8;PARIS-MONTSOURIS;0.0;0.0;3.7;6.1;2024-01-01 08:00:00
9;PARIS-MONTSOURIS;0.0;0.0;2.9;6.3;2024-01-01 09:00:00
10;PARIS-MONTSOURIS;0.0;0.0;4.0;6.6;2024-01-01 10:00:00
11;PARIS-MONTSOURIS;0.0;0.0;4.3;7.3;2024-01-01 11:00:00
12;PARIS-MONTSOURIS;0.0;0.0;5.5;8.3;2024-01-01 12:00:00
13;PARIS-MONTSOURIS;0.0;0.0;3.6;9.5;2024-01-01 13:00:00
14;PARIS-MONTSOURIS;0.0;0.0;4.3;10.2;2024-01-01 14:00:00
15;PARIS-MONTSOURIS;0.0;0.0;4.4;10.0;2024-01-01 15:00:00
16;PARIS-MONTSOURIS;0.0;0.0;3.4;9.5;2024-01-01 16:00:00
17;PARIS-MONTSOURIS;0.0;0.0;3.8;9.2;2024-01-01 17:00:00
18;PARIS-MONTSOURIS;0.0;0.0;4.2;9.1;2024-01-01 18:00:00
19;PARIS-MONTSOURIS;0.0;0.0;6.4;9.2;2024-01-01 19:00:00
20;PARIS-MONTSOURIS;0.6;47.0;4.4;9.2;2024-01-01 20:00:00
21;PARIS-MONTSOURIS;2.0;60.0;4.9;9.0;2024-01-01 21:00:00
22;PARIS-MONTSOURIS;2.0;60.0;6.3;9.0;2024-01-01 22:00:00
23;PARIS-MONTSOURIS;1.0;60.0;8.2;9.2;2024-01-01 23:00:00
24;PARIS-MONTSOURIS;0.9;60.0;7.0;9.9;2024-01-02 00:00:00
25;PARIS-MONTSOURIS;0.6;60.0;7.8;10.4;2024-01-02 01:00:00
26;PARIS-MONTSOURIS;0.4;60.0;6.8;10.7;2024-01-02 02:00:00
27;PARIS-MONTSOURIS;0.6;60.0;7.6;10.8;2024-01-02 03:00:00
28;PARIS-MONTSOURIS;0.8;60.0;9.1;11.0;2024-01-02 04:00:00
29;PARIS-MONTSOURIS;0.8;60.0;8.1;10.6;2024-01-02 05:00:00
30;PARIS-MONTSOURIS;1.0;60.0;7.7;10.2;2024-01-02 06:00:00
31;PARIS-MONTSOURIS;0.6;60.0;7.8;10.1;2024-01-02 07:00:00
32;PARIS-MONTSOURIS;0.6;60.0;8.1;10.1;2024-01-02 08:00:00
33;PARIS-MONTSOURIS;0.6;60.0;8.2;10.3;2024-01-02 09:00:00
34;PARIS-MONTSOURIS;0.6;60.0;8.8;10.5;2024-01-02 10:00:00
35;PARIS-MONTSOURIS;0.8;60.0;7.6;10.8;2024-01-02 11:00:00
36;PARIS-MONTSOURIS;1.0;60.0;8.5;10.9;2024-01-02 12:00:00
37;PARIS-MONTSOURIS;0.2;50.0;8.1;11.1;2024-01-02 13:00:00
38;PARIS-MONTSOURIS;0.6;60.0;9.1;11.2;2024-01-02 14:00:00
39;PARIS-MONTSOURIS;0.0;54.0;9.4;11.1;2024-01-02 15:00:00
40;PARIS-MONTSOURIS;0.2;59.0;9.5;11.1;2024-01-02 16:00:00
41;PARIS-MONTSOURIS;0.0;37.0;7.9;11.2;2024-01-02 17:00:00
42;PARIS-MONTSOURIS;0.0;4.0;7.7;11.4;2024-01-02 18:00:00
43;PARIS-MONTSOURIS;0.2;10.0;7.6;11.7;2024-01-02 19:00:00
44;PARIS-MONTSOURIS;0.4;16.0;5.0;10.9;2024-01-02 20:00:00
45;PARIS-MONTSOURIS;0.0;0.0;5.2;11.2;2024-01-02 21:00:00
46;PARIS-MONTSOURIS;0.0;0.0;5.4;11.2;2024-01-02 22:00:00
47;PARIS-MONTSOURIS;0.0;0.0;4.4;11.2;2024-01-02 23:00:00
48;PARIS-MONTSOURIS;0.0;0.0;5.7;11.1;2024-01-03 00:00:00
49;PARIS-MONTSOURIS;0.0;0.0;4.7;11.2;2024-01-03 01:00:00
50;PARIS-MONTSOURIS;0.0;0.0;4.4;11.1;2024-01-03 02:00:00
51;PARIS-MONTSOURIS;0.0;0.0;5.5;11.2;2024-01-03 03:00:00
52;PARIS-MONTSOURIS;2.2;37.0;7.0;10.7;2024-01-03 04:00:00
53;PARIS-MONTSOURIS;0.0;5.0;5.1;10.6;2024-01-03 05:00:00
54;PARIS-MONTSOURIS;0.0;0.0;4.4;10.7;2024-01-03 06:00:00
55;PARIS-MONTSOURIS;0.0;0.0;5.3;10.4;2024-01-03 07:00:00
56;PARIS-MONTSOURIS;0.0;0.0;4.9;10.5;2024-01-03 08:00:00
57;PARIS-MONTSOURIS;0.6;54.0;3.4;10.3;2024-01-03 09:00:00
58;PARIS-MONTSOURIS;0.2;15.0;5.2;10.4;2024-01-03 10:00:00
59;PARIS-MONTSOURIS;0.0;43.0;6.0;11.0;2024-01-03 11:00:00
60;PARIS-MONTSOURIS;0.0;0.0;5.9;11.6;2024-01-03 12:00:00
61;PARIS-MONTSOURIS;1.2;47.0;7.3;11.3;2024-01-03 13:00:00
62;PARIS-MONTSOURIS;0.6;26.0;6.7;10.1;2024-01-03 14:00:00
63;PARIS-MONTSOURIS;0.0;0.0;7.0;10.4;2024-01-03 15:00:00
64;PARIS-MONTSOURIS;0.0;0.0;4.7;10.8;2024-01-03 16:00:00
65;PARIS-MONTSOURIS;0.0;7.0;4.6;10.6;2024-01-03 17:00:00
66;PARIS-MONTSOURIS;0.2;26.0;6.5;10.6;2024-01-03 18:00:00
67;PARIS-MONTSOURIS;0.0;4.0;5.4;10.1;2024-01-03 19:00:00
68;PARIS-MONTSOURIS;1.2;22.0;6.1;9.6;2024-01-03 20:00:00
69;PARIS-MONTSOURIS;0.4;21.0;6.2;8.6;2024-01-03 21:00:00
70;PARIS-MONTSOURIS;0.0;0.0;7.2;9.1;2024-01-03 22:00:00
71;PARIS-MONTSOURIS;0.0;0.0;4.0;9.5;2024-01-03 23:00:00
72;PARIS-MONTSOURIS;0.0;0.0;6.1;9.4;2024-01-04 00:00:00
73;PARIS-MONTSOURIS;0.0;0.0;5.1;9.1;2024-01-04 01:00:00
74;PARIS-MONTSOURIS;0.0;0.0;4.5;9.0;2024-01-04 02:00:00
75;PARIS-MONTSOURIS;0.0;0.0;5.5;8.8;2024-01-04 03:00:00
76;PARIS-MONTSOURIS;0.0;0.0;3.9;9.0;2024-01-04 04:00:00
77;PARIS-MONTSOURIS;0.0;0.0;2.5;8.4;2024-01-04 05:00:00
78;PARIS-MONTSOURIS;0.0;0.0;2.7;7.9;2024-01-04 06:00:00
79;PARIS-MONTSOURIS;0.0;0.0;3.6;7.7;2024-01-04 07:00:00
80;PARIS-MONTSOURIS;0.0;0.0;3.1;7.6;2024-01-04 08:00:00
81;PARIS-MONTSOURIS;0.0;0.0;3.8;7.5;2024-01-04 09:00:00
82;PARIS-MONTSOURIS;0.0;0.0;2.6;7.7;2024-01-04 10:00:00
83;PARIS-MONTSOURIS;0.0;0.0;3.9;9.2;2024-01-04 11:00:00
84;PARIS-MONTSOURIS;0.0;0.0;4.8;9.5;2024-01-04 12:00:00
85;PARIS-MONTSOURIS;0.0;0.0;3.1;9.7;2024-01-04 13:00:00
86;PARIS-MONTSOURIS;0.0;0.0;5.0;10.0;2024-01-04 14:00:00
87;PARIS-MONTSOURIS;0.0;0.0;5.6;10.8;2024-01-04 15:00:00
88;PARIS-MONTSOURIS;0.0;0.0;5.3;10.8;2024-01-04 16:00:00
89;PARIS-MONTSOURIS;0.0;0.0;5.4;10.6;2024-01-04 17:00:00
90;PARIS-MONTSOURIS;0.0;0.0;4.9;10.6;2024-01-04 18:00:00
91;PARIS-MONTSOURIS;0.0;6.0;6.0;10.8;2024-01-04 19:00:00
92;PARIS-MONTSOURIS;0.0;0.0;5.4;10.9;2024-01-04 20:00:00
93;PARIS-MONTSOURIS;0.0;4.0;6.6;10.9;2024-01-04 21:00:00
94;PARIS-MONTSOURIS;0.0;0.0;5.6;10.7;2024-01-04 22:00:00
95;PARIS-MONTSOURIS;0.0;0.0;5.0;9.9;2024-01-04 23:00:00
96;PARIS-MONTSOURIS;0.0;0.0;5.6;9.7;2024-01-05 00:00:00
97;PARIS-MONTSOURIS;0.0;0.0;4.6;9.7;2024-01-05 01:00:00
98;PARIS-MONTSOURIS;0.0;0.0;5.5;9.3;2024-01-05 02:00:00
99;PARIS-MONTSOURIS;0.0;0.0;4.8;9.1;2024-01-05 03:00:00
100;PARIS-MONTSOURIS;0.0;5.0;3.5;8.6;2024-01-05 04:00:00
101;PARIS-MONTSOURIS;0.0;3.0;3.0;7.4;2024-01-05 05:00:00
102;PARIS-MONTSOURIS;0.0;0.0;2.9;6.6;2024-01-05 06:00:00
103;PARIS-MONTSOURIS;0.0;0.0;3.9;6.2;2024-01-05 07:00:00
104;PARIS-MONTSOURIS;0.0;0.0;3.4;6.1;2024-01-05 08:00:00
105;PARIS-MONTSOURIS;0.0;0.0;3.0;6.1;2024-01-05 09:00:00
106;PARIS-MONTSOURIS;0.0;0.0;3.3;6.2;2024-01-05 10:00:00
107;PARIS-MONTSOURIS;0.0;0.0;2.9;7.2;2024-01-05 11:00:00
108;PARIS-MONTSOURIS;0.0;0.0;3.3;8.2;2024-01-05 12:00:00
109;PARIS-MONTSOURIS;0.0;0.0;3.2;9.0;2024-01-05 13:00:00
110;PARIS-MONTSOURIS;0.0;0.0;3.5;9.1;2024-01-05 14:00:00
111;PARIS-MONTSOURIS;0.0;20.0;2.6;8.7;2024-01-05 15:00:00
112;PARIS-MONTSOURIS;0.0;13.0;2.0;7.6;2024-01-05 16:00:00
113;PARIS-MONTSOURIS;0.0;0.0;3.0;7.3;2024-01-05 17:00:00
114;PARIS-MONTSOURIS;0.0;0.0;2.1;6.8;2024-01-05 18:00:00
115;PARIS-MONTSOURIS;0.0;0.0;1.9;6.4;2024-01-05 19:00:00
116;PARIS-MONTSOURIS;0.0;0.0;2.0;6.6;2024-01-05 20:00:00
117;PARIS-MONTSOURIS;0.0;0.0;3.0;6.8;2024-01-05 21:00:00
118;PARIS-MONTSOURIS;0.0;0.0;1.4;6.2;2024-01-05 22:00:00
119;PARIS-MONTSOURIS;0.0;0.0;2.2;6.2;2024-01-05 23:00:00
120;PARIS-MONTSOURIS;0.0;0.0;2.7;6.2;2024-01-06 00:00:00
121;PARIS-MONTSOURIS;0.0;0.0;2.7;6.0;2024-01-06 01:00:00
122;PARIS-MONTSOURIS;0.0;0.0;2.7;5.8;2024-01-06 02:00:00
123;PARIS-MONTSOURIS;0.0;0.0;2.0;5.4;2024-01-06 03:00:00
124;PARIS-MONTSOURIS;0.0;0.0;3.1;5.8;2024-01-06 04:00:00
125;PARIS-MONTSOURIS;0.0;0.0;3.4;5.8;2024-01-06 05:00:00
126;PARIS-MONTSOURIS;0.0;6.0;3.4;5.7;2024-01-06 06:00:00
127;PARIS-MONTSOURIS;0.0;0.0;3.5;5.5;2024-01-06 07:00:00
128;PARIS-MONTSOURIS;0.0;0.0;3.9;5.9;2024-01-06 08:00:00
129;PARIS-MONTSOURIS;0.0;0.0;3.4;5.9;2024-01-06 09:00:00
130;PARIS-MONTSOURIS;0.0;0.0;3.8;6.0;2024-01-06 10:00:00
131;PARIS-MONTSOURIS;0.0;0.0;3.6;6.5;2024-01-06 11:00:00
132;PARIS-MONTSOURIS;0.0;6.0;4.5;6.8;2024-01-06 12:00:00
133;PARIS-MONTSOURIS;0.0;0.0;5.2;7.1;2024-01-06 13:00:00
134;PARIS-MONTSOURIS;0.0;0.0;5.2;7.1;2024-01-06 14:00:00
135;PARIS-MONTSOURIS;0.0;0.0;3.6;7.1;2024-01-06 15:00:00
136;PARIS-MONTSOURIS;0.0;0.0;4.8;7.0;2024-01-06 16:00:00
137;PARIS-MONTSOURIS;0.0;0.0;4.9;6.9;2024-01-06 17:00:00
138;PARIS-MONTSOURIS;0.0;16.0;4.8;6.1;2024-01-06 18:00:00
139;PARIS-MONTSOURIS;0.6;32.0;3.9;5.8;2024-01-06 19:00:00
140;PARIS-MONTSOURIS;0.2;24.0;5.6;5.6;2024-01-06 20:00:00
141;PARIS-MONTSOURIS;0.0;0.0;5.2;5.5;2024-01-06 21:00:00
142;PARIS-MONTSOURIS;0.0;0.0;5.5;5.3;2024-01-06 22:00:00
143;PARIS-MONTSOURIS;0.0;0.0;5.1;5.1;2024-01-06 23:00:00
144;PARIS-MONTSOURIS;0.0;0.0;5.2;5.1;2024-01-07 00:00:00
145;PARIS-MONTSOURIS;0.0;0.0;5.4;4.8;2024-01-07 01:00:00
146;PARIS-MONTSOURIS;0.0;0.0;4.6;4.5;2024-01-07 02:00:00
147;PARIS-MONTSOURIS;0.0;0.0;4.5;4.6;2024-01-07 03:00:00
148;PARIS-MONTSOURIS;0.0;0.0;4.9;4.1;2024-01-07 04:00:00
149;PARIS-MONTSOURIS;0.0;0.0;4.1;4.1;2024-01-07 05:00:00
150;PARIS-MONTSOURIS;0.0;0.0;4.3;3.9;2024-01-07 06:00:00
151;PARIS-MONTSOURIS;0.0;0.0;4.0;3.9;2024-01-07 07:00:00
152;PARIS-MONTSOURIS;0.0;0.0;5.5;3.7;2024-01-07 08:00:00
153;PARIS-MONTSOURIS;0.0;0.0;4.2;3.7;2024-01-07 09:00:00
154;PARIS-MONTSOURIS;0.0;0.0;5.6;3.7;2024-01-07 10:00:00
155;PARIS-MONTSOURIS;0.0;0.0;6.2;3.7;2024-01-07 11:00:00
156;PARIS-MONTSOURIS;0.0;0.0;4.4;3.6;2024-01-07 12:00:00
157;PARIS-MONTSOURIS;0.0;0.0;5.8;3.4;2024-01-07 13:00:00
158;PARIS-MONTSOURIS;0.0;0.0;6.1;3.5;2024-01-07 14:00:00
159;PARIS-MONTSOURIS;0.0;0.0;6.2;3.4;2024-01-07 15:00:00
160;PARIS-MONTSOURIS;0.0;0.0;4.2;3.3;2024-01-07 16:00:00
161;PARIS-MONTSOURIS;0.0;8.0;5.9;3.1;2024-01-07 17:00:00
162;PARIS-MONTSOURIS;0.0;21.0;6.1;2.9;2024-01-07 18:00:00
163;PARIS-MONTSOURIS;0.0;39.0;6.0;2.6;2024-01-07 19:00:00
164;PARIS-MONTSOURIS;0.0;27.0;5.4;2.4;2024-01-07 20:00:00
165;PARIS-MONTSOURIS;0.0;3.0;5.0;2.3;2024-01-07 21:00:00
166;PARIS-MONTSOURIS;0.0;0.0;5.8;1.8;2024-01-07 22:00:00
167;PARIS-MONTSOURIS;0.0;0.0;4.8;1.0;2024-01-07 23:00:00
168;PARIS-MONTSOURIS;0.0;0.0;5.6;0.2;2024-01-08 00:00:00
169;PARIS-MONTSOURIS;0.0;0.0;7.5;-0.3;2024-01-08 01:00:00
170;PARIS-MONTSOURIS;0.0;0.0;4.1;-0.3;2024-01-08 02:00:00
171;PARIS-MONTSOURIS;0.0;0.0;6.1;-0.2;2024-01-08 03:00:00
172;PARIS-MONTSOURIS;0.0;0.0;5.3;-0.3;2024-01-08 04:00:00
173;PARIS-MONTSOURIS;0.0;0.0;7.0;-0.6;2024-01-08 05:00:00
174;PARIS-MONTSOURIS;0.0;0.0;6.2;-0.7;2024-01-08 06:00:00
175;PARIS-MONTSOURIS;0.0;0.0;5.4;-0.7;2024-01-08 07:00:00
176;PARIS-MONTSOURIS;0.0;0.0;4.8;-0.9;2024-01-08 08:00:00
177;PARIS-MONTSOURIS;0.0;0.0;5.5;-0.9;2024-01-08 09:00:00
178;PARIS-MONTSOURIS;0.0;6.0;5.5;-0.8;2024-01-08 10:00:00
179;PARIS-MONTSOURIS;0.0;17.0;4.6;-0.8;2024-01-08 11:00:00
180;PARIS-MONTSOURIS;0.0;28.0;5.6;-1.2;2024-01-08 12:00:00
181;PARIS-MONTSOURIS;0.0;37.0;5.7;-1.2;2024-01-08 13:00:00
182;PARIS-MONTSOURIS;0.0;2.0;4.8;-0.9;2024-01-08 14:00:00
183;PARIS-MONTSOURIS;0.0;0.0;4.6;-0.7;2024-01-08 15:00:00
184;PARIS-MONTSOURIS;0.0;0.0;4.1;-0.7;2024-01-08 16:00:00
185;PARIS-MONTSOURIS;0.0;0.0;4.7;-0.8;2024-01-08 17:00:00
186;PARIS-MONTSOURIS;0.0;0.0;4.7;-0.7;2024-01-08 18:00:00
187;PARIS-MONTSOURIS;0.0;0.0;3.9;-0.6;2024-01-08 19:00:00
188;PARIS-MONTSOURIS;0.0;3.0;3.0;-0.6;2024-01-08 20:00:00
189;PARIS-MONTSOURIS;;;3.7;-1.2;2024-01-08 21:00:00
190;PARIS-MONTSOURIS;0.2;60.0;3.4;-1.3;2024-01-08 22:00:00
191;PARIS-MONTSOURIS;0.2;60.0;3.6;-1.4;2024-01-08 23:00:00
192;PARIS-MONTSOURIS;0.0;18.0;4.1;-1.4;2024-01-09 00:00:00
193;PARIS-MONTSOURIS;0.0;0.0;4.5;-1.4;2024-01-09 01:00:00
194;PARIS-MONTSOURIS;0.0;0.0;3.3;-1.4;2024-01-09 02:00:00
195;PARIS-MONTSOURIS;0.0;0.0;3.5;-1.3;2024-01-09 03:00:00
196;PARIS-MONTSOURIS;0.0;0.0;4.1;-1.4;2024-01-09 04:00:00
197;PARIS-MONTSOURIS;0.0;0.0;3.4;-1.3;2024-01-09 05:00:00
198;PARIS-MONTSOURIS;0.0;0.0;3.4;-1.4;2024-01-09 06:00:00
199;PARIS-MONTSOURIS;0.0;0.0;4.5;-1.4;2024-01-09 07:00:00
200;PARIS-MONTSOURIS;0.0;0.0;3.7;-1.5;2024-01-09 08:00:00
201;PARIS-MONTSOURIS;0.0;0.0;4.3;-1.6;2024-01-09 09:00:00
202;PARIS-MONTSOURIS;0.0;0.0;3.7;-1.7;2024-01-09 10:00:00
203;PARIS-MONTSOURIS;0.0;0.0;3.2;-1.8;2024-01-09 11:00:00
204;PARIS-MONTSOURIS;0.0;0.0;3.4;-2.1;2024-01-09 12:00:00
205;PARIS-MONTSOURIS;0.0;0.0;4.5;-2.0;2024-01-09 13:00:00
206;PARIS-MONTSOURIS;0.0;0.0;3.5;-1.6;2024-01-09 14:00:00
207;PARIS-MONTSOURIS;0.0;0.0;3.4;-1.4;2024-01-09 15:00:00
208;PARIS-MONTSOURIS;0.0;0.0;3.9;-1.4;2024-01-09 16:00:00
209;PARIS-MONTSOURIS;0.0;2.0;2.7;-1.6;2024-01-09 17:00:00
210;PARIS-MONTSOURIS;0.0;2.0;2.9;-2.1;2024-01-09 18:00:00
211;PARIS-MONTSOURIS;0.0;0.0;4.3;-2.1;2024-01-09 19:00:00
212;PARIS-MONTSOURIS;0.0;0.0;3.8;-2.2;2024-01-09 20:00:00
213;PARIS-MONTSOURIS;0.0;0.0;3.1;-2.1;2024-01-09 21:00:00
214;PARIS-MONTSOURIS;0.0;0.0;2.0;-2.1;2024-01-09 22:00:00
215;PARIS-MONTSOURIS;0.0;0.0;2.5;-2.1;2024-01-09 23:00:00
216;PARIS-MONTSOURIS;0.0;0.0;2.5;-2.0;2024-01-10 00:00:00
217;PARIS-MONTSOURIS;0.0;0.0;1.7;-1.9;2024-01-10 01:00:00
218;PARIS-MONTSOURIS;0.0;0.0;2.1;-1.8;2024-01-10 02:00:00
219;PARIS-MONTSOURIS;0.0;0.0;3.0;-1.7;2024-01-10 03:00:00
220;PARIS-MONTSOURIS;0.0;0.0;2.4;-1.6;2024-01-10 04:00:00
221;PARIS-MONTSOURIS;0.0;0.0;2.4;-1.5;2024-01-10 05:00:00
222;PARIS-MONTSOURIS;0.0;0.0;2.8;-1.4;2024-01-10 06:00:00
223;PARIS-MONTSOURIS;0.0;0.0;2.1;-1.3;2024-01-10 07:00:00
224;PARIS-MONTSOURIS;0.0;0.0;2.0;-1.2;2024-01-10 08:00:00
225;PARIS-MONTSOURIS;0.0;0.0;2.7;-0.9;2024-01-10 09:00:00
226;PARIS-MONTSOURIS;0.0;0.0;2.6;-0.7;2024-01-10 10:00:00
227;PARIS-MONTSOURIS;0.0;0.0;2.9;-0.4;2024-01-10 11:00:00
228;PARIS-MONTSOURIS;0.0;0.0;2.0;0.0;2024-01-10 12:00:00
229;PARIS-MONTSOURIS;0.0;0.0;2.3;0.6;2024-01-10 13:00:00
230;PARIS-MONTSOURIS;0.0;0.0;1.8;0.8;2024-01-10 14:00:00
231;PARIS-MONTSOURIS;0.0;0.0;2.1;0.7;2024-01-10 15:00:00
232;PARIS-MONTSOURIS;0.0;0.0;3.3;0.4;2024-01-10 16:00:00
233;PARIS-MONTSOURIS;0.0;0.0;3.6;0.1;2024-01-10 17:00:00
234;PARIS-MONTSOURIS;0.0;0.0;2.3;-0.4;2024-01-10 18:00:00
235;PARIS-MONTSOURIS;0.0;0.0;3.5;-0.5;2024-01-10 19:00:00
236;PARIS-MONTSOURIS;0.0;0.0;3.6;-0.6;2024-01-10 20:00:00
237;PARIS-MONTSOURIS;0.0;0.0;2.1;-0.7;2024-01-10 21:00:00
238;PARIS-MONTSOURIS;0.0;0.0;2.5;-1.0;2024-01-10 22:00:00
239;PARIS-MONTSOURIS;0.0;0.0;2.7;-1.0;2024-01-10 23:00:00
240;PARIS-MONTSOURIS;0.0;0.0;2.7;-0.7;2024-01-11 00:00:00
241;PARIS-MONTSOURIS;0.0;0.0;3.0;-1.1;2024-01-11 01:00:00
242;PARIS-MONTSOURIS;0.0;0.0;2.8;-1.2;2024-01-11 02:00:00
243;PARIS-MONTSOURIS;0.0;0.0;2.5;-1.4;2024-01-11 03:00:00
244;PARIS-MONTSOURIS;0.0;0.0;2.5;-1.4;2024-01-11 04:00:00
245;PARIS-MONTSOURIS;0.0;0.0;3.0;-1.5;2024-01-11 05:00:00
246;PARIS-MONTSOURIS;0.0;0.0;2.8;-1.5;2024-01-11 06:00:00
247;PARIS-MONTSOURIS;0.0;0.0;3.4;-1.5;2024-01-11 07:00:00
248;PARIS-MONTSOURIS;0.0;0.0;3.4;-1.3;2024-01-11 08:00:00
249;PARIS-MONTSOURIS;0.0;0.0;3.9;-1.2;2024-01-11 09:00:00
250;PARIS-MONTSOURIS;0.0;0.0;4.5;-0.5;2024-01-11 10:00:00
251;PARIS-MONTSOURIS;0.0;0.0;4.8;-0.2;2024-01-11 11:00:00
252;PARIS-MONTSOURIS;0.0;0.0;3.7;0.4;2024-01-11 12:00:00
253;PARIS-MONTSOURIS;0.0;0.0;3.8;1.2;2024-01-11 13:00:00
254;PARIS-MONTSOURIS;0.0;0.0;3.9;2.2;2024-01-11 14:00:00
255;PARIS-MONTSOURIS;0.0;0.0;5.0;2.2;2024-01-11 15:00:00
256;PARIS-MONTSOURIS;0.0;0.0;5.0;1.7;2024-01-11 16:00:00
257;PARIS-MONTSOURIS;0.0;0.0;6.2;0.7;2024-01-11 17:00:00
258;PARIS-MONTSOURIS;0.0;0.0;4.9;0.2;2024-01-11 18:00:00
259;PARIS-MONTSOURIS;0.0;0.0;4.8;0.1;2024-01-11 19:00:00
260;PARIS-MONTSOURIS;0.0;0.0;5.5;-0.1;2024-01-11 20:00:00
261;PARIS-MONTSOURIS;0.0;0.0;5.3;-0.2;2024-01-11 21:00:00
262;PARIS-MONTSOURIS;0.0;0.0;4.5;-0.4;2024-01-11 22:00:00
263;PARIS-MONTSOURIS;0.0;0.0;4.7;-0.4;2024-01-11 23:00:00
264;PARIS-MONTSOURIS;0.0;0.0;4.0;-0.3;2024-01-12 00:00:00
265;PARIS-MONTSOURIS;0.0;0.0;4.0;0.3;2024-01-12 01:00:00
266;PARIS-MONTSOURIS;0.0;0.0;4.0;1.1;2024-01-12 02:00:00
267;PARIS-MONTSOURIS;0.0;0.0;2.5;1.6;2024-01-12 03:00:00
268;PARIS-MONTSOURIS;0.0;0.0;3.4;1.9;2024-01-12 04:00:00
269;PARIS-MONTSOURIS;0.0;0.0;3.5;2.0;2024-01-12 05:00:00
270;PARIS-MONTSOURIS;0.0;0.0;3.0;2.3;2024-01-12 06:00:00
271;PARIS-MONTSOURIS;0.0;0.0;4.2;2.6;2024-01-12 07:00:00
272;PARIS-MONTSOURIS;0.0;0.0;4.1;3.0;2024-01-12 08:00:00
273;PARIS-MONTSOURIS;0.0;0.0;3.9;3.0;2024-01-12 09:00:00
274;PARIS-MONTSOURIS;0.0;0.0;5.2;2.8;2024-01-12 10:00:00
275;PARIS-MONTSOURIS;0.0;0.0;4.4;2.8;2024-01-12 11:00:00
276;PARIS-MONTSOURIS;0.0;0.0;3.7;2.7;2024-01-12 12:00:00
277;PARIS-MONTSOURIS;0.0;0.0;4.0;3.2;2024-01-12 13:00:00
278;PARIS-MONTSOURIS;0.0;0.0;3.2;2.9;2024-01-12 14:00:00
279;PARIS-MONTSOURIS;0.0;0.0;3.3;2.6;2024-01-12 15:00:00
280;PARIS-MONTSOURIS;0.0;0.0;3.8;2.0;2024-01-12 16:00:00
281;PARIS-MONTSOURIS;0.0;0.0;4.0;1.4;2024-01-12 17:00:00
282;PARIS-MONTSOURIS;0.0;0.0;3.1;1.3;2024-01-12 18:00:00
283;PARIS-MONTSOURIS;0.0;0.0;2.6;1.2;2024-01-12 19:00:00
284;PARIS-MONTSOURIS;0.0;0.0;3.8;0.6;2024-01-12 20:00:00
285;PARIS-MONTSOURIS;0.0;0.0;3.7;0.5;2024-01-12 21:00:00
286;PARIS-MONTSOURIS;0.0;0.0;3.1;0.2;2024-01-12 22:00:00
287;PARIS-MONTSOURIS;0.0;0.0;2.2;0.1;2024-01-12 23:00:00
288;PARIS-MONTSOURIS;0.0;0.0;1.6;-0.1;2024-01-13 00:00:00
289;PARIS-MONTSOURIS;0.0;0.0;1.8;-0.3;2024-01-13 01:00:00
290;PARIS-MONTSOURIS;0.0;0.0;2.2;-0.4;2024-01-13 02:00:00
291;PARIS-MONTSOURIS;0.0;0.0;1.7;-0.5;2024-01-13 03:00:00
292;PARIS-MONTSOURIS;0.0;0.0;1.5;-0.6;2024-01-13 04:00:00
293;PARIS-MONTSOURIS;0.0;0.0;0.9;-0.6;2024-01-13 05:00:00
294;PARIS-MONTSOURIS;0.0;0.0;1.2;-0.8;2024-01-13 06:00:00
295;PARIS-MONTSOURIS;0.0;0.0;1.6;-0.9;2024-01-13 07:00:00
296;PARIS-MONTSOURIS;0.0;0.0;1.4;-1.1;2024-01-13 08:00:00
297;PARIS-MONTSOURIS;0.0;0.0;2.2;-1.2;2024-01-13 09:00:00
298;PARIS-MONTSOURIS;0.0;0.0;1.4;-1.3;2024-01-13 10:00:00
299;PARIS-MONTSOURIS;0.0;0.0;2.1;-1.3;2024-01-13 11:00:00
300;PARIS-MONTSOURIS;0.0;0.0;1.3;-1.2;2024-01-13 12:00:00
301;PARIS-MONTSOURIS;0.0;0.0;2.3;-1.3;2024-01-13 13:00:00
302;PARIS-MONTSOURIS;0.0;0.0;0.9;-1.2;2024-01-13 14:00:00
303;PARIS-MONTSOURIS;0.0;0.0;1.8;-1.4;2024-01-13 15:00:00
304;PARIS-MONTSOURIS;0.0;0.0;1.0;-1.4;2024-01-13 16:00:00
305;PARIS-MONTSOURIS;0.0;0.0;1.3;-1.4;2024-01-13 17:00:00
306;PARIS-MONTSOURIS;0.0;0.0;1.5;-1.3;2024-01-13 18:00:00
307;PARIS-MONTSOURIS;0.0;0.0;1.7;-1.0;2024-01-13 19:00:00
