;NOM_USUEL;precipitations heure;duree prec (en min);force moyenne vent (m/s);Température;datetime
3265;PARIS-MONTSOURIS;0.0;37.0;1.2;13.7;2024-05-16 01:00:00
3266;PARIS-MONTSOURIS;0.4;45.0;1.7;13.4;2024-05-16 02:00:00
3267;PARIS-MONTSOURIS;0.6;23.0;2.0;13.0;2024-05-16 03:00:00
3268;PARIS-MONTSOURIS;0.0;23.0;1.6;12.8;2024-05-16 04:00:00
3269;PARIS-MONTSOURIS;0.0;5.0;2.4;12.7;2024-05-16 05:00:00
3270;PARIS-MONTSOURIS;0.2;0.0;2.3;12.6;2024-05-16 06:00:00
3271;PARIS-MONTSOURIS;0.0;0.0;3.5;13.0;2024-05-16 07:00:00
3272;PARIS-MONTSOURIS;0.0;0.0;3.2;13.5;2024-05-16 08:00:00
3273;PARIS-MONTSOURIS;0.0;0.0;2.8;14.8;2024-05-16 09:00:00
3274;PARIS-MONTSOURIS;0.0;0.0;4.3;15.4;2024-05-16 10:00:00
3275;PARIS-MONTSOURIS;0.0;0.0;2.4;15.7;2024-05-16 11:00:00
3276;PARIS-MONTSOURIS;0.0;0.0;2.9;16.1;2024-05-16 12:00:00
3277;PARIS-MONTSOURIS;0.0;0.0;3.1;16.8;2024-05-16 13:00:00
3278;PARIS-MONTSOURIS;0.0;0.0;3.6;19.1;2024-05-16 14:00:00
3279;PARIS-MONTSOURIS;0.0;0.0;4.2;19.0;2024-05-16 15:00:00
3280;PARIS-MONTSOURIS;0.0;0.0;2.3;18.9;2024-05-16 16:00:00
3281;PARIS-MONTSOURIS;0.0;0.0;3.2;19.1;2024-05-16 17:00:00
3282;PARIS-MONTSOURIS;0.0;0.0;3.0;19.4;2024-05-16 18:00:00
3283;PARIS-MONTSOURIS;0.0;0.0;2.1;17.5;2024-05-16 19:00:00
3284;PARIS-MONTSOURIS;0.0;0.0;3.0;16.4;2024-05-16 20:00:00
3285;PARIS-MONTSOURIS;0.0;0.0;3.0;15.6;2024-05-16 21:00:00
3286;PARIS-MONTSOURIS;0.0;0.0;2.6;14.4;2024-05-16 22:00:00
3287;PARIS-MONTSOURIS;0.0;0.0;2.3;13.7;2024-05-16 23:00:00
3288;PARIS-MONTSOURIS;0.0;0.0;1.7;12.6;2024-05-17 00:00:00
3289;PARIS-MONTSOURIS;0.0;0.0;1.8;12.2;2024-05-17 01:00:00
3290;PARIS-MONTSOURIS;0.0;0.0;1.4;11.5;2024-05-17 02:00:00
3291;PARIS-MONTSOURIS;0.0;0.0;0.6;11.1;2024-05-17 03:00:00
3292;PARIS-MONTSOURIS;0.0;0.0;1.8;10.8;2024-05-17 04:00:00
3293;PARIS-MONTSOURIS;0.0;0.0;1.6;10.4;2024-05-17 05:00:00
3294;PARIS-MONTSOURIS;0.0;0.0;1.3;10.6;2024-05-17 06:00:00
3295;PARIS-MONTSOURIS;0.0;0.0;1.8;12.0;2024-05-17 07:00:00
3296;PARIS-MONTSOURIS;0.0;0.0;1.5;13.3;2024-05-17 08:00:00
3297;PARIS-MONTSOURIS;0.0;0.0;1.0;14.8;2024-05-17 09:00:00
3298;PARIS-MONTSOURIS;0.0;0.0;2.6;16.5;2024-05-17 10:00:00
3299;PARIS-MONTSOURIS;0.0;0.0;2.0;17.4;2024-05-17 11:00:00
3300;PARIS-MONTSOURIS;0.0;0.0;1.7;18.3;2024-05-17 12:00:00
3301;PARIS-MONTSOURIS;0.0;0.0;1.2;18.8;2024-05-17 13:00:00
3302;PARIS-MONTSOURIS;0.0;0.0;1.8;19.5;2024-05-17 14:00:00
3303;PARIS-MONTSOURIS;0.0;0.0;2.2;19.3;2024-05-17 15:00:00
3304;PARIS-MONTSOURIS;0.0;0.0;2.0;19.7;2024-05-17 16:00:00
3305;PARIS-MONTSOURIS;0.0;1.0;3.3;18.8;2024-05-17 17:00:00
3306;PARIS-MONTSOURIS;0.0;0.0;1.9;18.2;2024-05-17 18:00:00
3307;PARIS-MONTSOURIS;0.0;0.0;1.3;17.3;2024-05-17 19:00:00
3308;PARIS-MONTSOURIS;0.0;0.0;0.9;16.6;2024-05-17 20:00:00
3309;PARIS-MONTSOURIS;0.0;0.0;4.4;16.1;2024-05-17 21:00:00
3310;PARIS-MONTSOURIS;0.0;0.0;1.7;15.9;2024-05-17 22:00:00
3311;PARIS-MONTSOURIS;0.0;0.0;1.1;15.1;2024-05-17 23:00:00
3312;PARIS-MONTSOURIS;0.0;0.0;1.3;14.3;2024-05-18 00:00:00
3313;PARIS-MONTSOURIS;0.0;0.0;1.6;13.7;2024-05-18 01:00:00
3314;PARIS-MONTSOURIS;0.0;0.0;2.1;13.6;2024-05-18 02:00:00
3315;PARIS-MONTSOURIS;0.0;0.0;1.7;13.3;2024-05-18 03:00:00
3316;PARIS-MONTSOURIS;0.0;0.0;1.9;13.0;2024-05-18 04:00:00
3317;PARIS-MONTSOURIS;0.0;0.0;1.3;12.7;2024-05-18 05:00:00
3318;PARIS-MONTSOURIS;0.0;0.0;2.3;12.9;2024-05-18 06:00:00
3319;PARIS-MONTSOURIS;0.0;0.0;1.6;13.9;2024-05-18 07:00:00
3320;PARIS-MONTSOURIS;0.0;0.0;1.6;16.8;2024-05-18 08:00:00
3321;PARIS-MONTSOURIS;0.0;0.0;1.4;18.5;2024-05-18 09:00:00
3322;PARIS-MONTSOURIS;0.0;0.0;2.5;18.8;2024-05-18 10:00:00
3323;PARIS-MONTSOURIS;0.0;0.0;3.2;19.6;2024-05-18 11:00:00
3324;PARIS-MONTSOURIS;0.0;0.0;2.8;19.5;2024-05-18 12:00:00
3325;PARIS-MONTSOURIS;0.0;0.0;2.4;19.9;2024-05-18 13:00:00
3326;PARIS-MONTSOURIS;0.0;0.0;2.8;19.7;2024-05-18 14:00:00
3327;PARIS-MONTSOURIS;0.0;0.0;1.9;19.6;2024-05-18 15:00:00
3328;PARIS-MONTSOURIS;0.0;0.0;3.8;17.4;2024-05-18 16:00:00
3329;PARIS-MONTSOURIS;1.0;46.0;3.1;15.6;2024-05-18 17:00:00
3330;PARIS-MONTSOURIS;0.0;0.0;1.4;15.2;2024-05-18 18:00:00
3331;PARIS-MONTSOURIS;0.0;0.0;2.6;15.0;2024-05-18 19:00:00
3332;PARIS-MONTSOURIS;0.0;0.0;1.4;14.7;2024-05-18 20:00:00
3333;PARIS-MONTSOURIS;0.0;0.0;2.6;14.7;2024-05-18 21:00:00
3334;PARIS-MONTSOURIS;0.0;0.0;3.1;14.6;2024-05-18 22:00:00
3335;PARIS-MONTSOURIS;0.0;0.0;2.1;14.7;2024-05-18 23:00:00
3336;PARIS-MONTSOURIS;0.0;0.0;1.2;14.7;2024-05-19 00:00:00
3337;PARIS-MONTSOURIS;0.0;0.0;1.8;14.6;2024-05-19 01:00:00
3338;PARIS-MONTSOURIS;0.0;0.0;1.5;14.6;2024-05-19 02:00:00
3339;PARIS-MONTSOURIS;0.0;0.0;1.7;14.7;2024-05-19 03:00:00
3340;PARIS-MONTSOURIS;0.0;0.0;2.3;14.7;2024-05-19 04:00:00
3341;PARIS-MONTSOURIS;0.0;0.0;0.8;14.5;2024-05-19 05:00:00
3342;PARIS-MONTSOURIS;0.0;0.0;1.3;14.5;2024-05-19 06:00:00
3343;PARIS-MONTSOURIS;0.0;0.0;1.2;15.0;2024-05-19 07:00:00
3344;PARIS-MONTSOURIS;0.0;0.0;0.6;15.3;2024-05-19 08:00:00
3345;PARIS-MONTSOURIS;0.0;0.0;0.6;15.8;2024-05-19 09:00:00
3346;PARIS-MONTSOURIS;0.0;0.0;2.9;16.1;2024-05-19 10:00:00
3347;PARIS-MONTSOURIS;0.0;0.0;1.1;16.1;2024-05-19 11:00:00
3348;PARIS-MONTSOURIS;0.0;0.0;2.2;16.9;2024-05-19 12:00:00
3349;PARIS-MONTSOURIS;0.0;0.0;1.6;16.6;2024-05-19 13:00:00
3350;PARIS-MONTSOURIS;0.0;0.0;2.2;17.1;2024-05-19 14:00:00
3351;PARIS-MONTSOURIS;0.0;0.0;2.5;20.3;2024-05-19 15:00:00
3352;PARIS-MONTSOURIS;0.0;0.0;1.7;20.9;2024-05-19 16:00:00
3353;PARIS-MONTSOURIS;0.0;0.0;1.9;20.8;2024-05-19 17:00:00
3354;PARIS-MONTSOURIS;0.0;0.0;1.4;19.9;2024-05-19 18:00:00
3355;PARIS-MONTSOURIS;2.6;37.0;2.3;17.8;2024-05-19 19:00:00
3356;PARIS-MONTSOURIS;0.0;8.0;3.0;16.2;2024-05-19 20:00:00
3357;PARIS-MONTSOURIS;0.0;0.0;2.7;16.0;2024-05-19 21:00:00
3358;PARIS-MONTSOURIS;0.0;0.0;1.9;15.4;2024-05-19 22:00:00
3359;PARIS-MONTSOURIS;0.0;0.0;2.4;14.7;2024-05-19 23:00:00
3360;PARIS-MONTSOURIS;0.0;0.0;2.1;14.1;2024-05-20 00:00:00
3361;PARIS-MONTSOURIS;0.0;0.0;2.8;13.8;2024-05-20 01:00:00
3362;PARIS-MONTSOURIS;0.0;0.0;1.9;13.5;2024-05-20 02:00:00
3363;PARIS-MONTSOURIS;0.0;0.0;3.1;13.2;2024-05-20 03:00:00
3364;PARIS-MONTSOURIS;0.0;0.0;1.7;12.7;2024-05-20 04:00:00
3365;PARIS-MONTSOURIS;0.0;0.0;2.1;12.5;2024-05-20 05:00:00
3366;PARIS-MONTSOURIS;0.0;0.0;1.4;12.6;2024-05-20 06:00:00
3367;PARIS-MONTSOURIS;0.0;0.0;1.4;13.7;2024-05-20 07:00:00
3368;PARIS-MONTSOURIS;0.0;0.0;2.6;16.0;2024-05-20 08:00:00
3369;PARIS-MONTSOURIS;0.0;0.0;2.4;18.7;2024-05-20 09:00:00
3370;PARIS-MONTSOURIS;0.0;0.0;3.4;20.2;2024-05-20 10:00:00
3371;PARIS-MONTSOURIS;0.0;0.0;3.1;20.7;2024-05-20 11:00:00
3372;PARIS-MONTSOURIS;0.0;0.0;2.3;21.6;2024-05-20 12:00:00
3373;PARIS-MONTSOURIS;0.0;0.0;2.5;21.5;2024-05-20 13:00:00
3374;PARIS-MONTSOURIS;0.0;0.0;4.1;21.2;2024-05-20 14:00:00
3375;PARIS-MONTSOURIS;0.0;5.0;3.6;20.8;2024-05-20 15:00:00
3376;PARIS-MONTSOURIS;2.8;54.0;3.6;15.9;2024-05-20 16:00:00
3377;PARIS-MONTSOURIS;0.0;16.0;0.7;14.9;2024-05-20 17:00:00
3378;PARIS-MONTSOURIS;0.0;0.0;2.2;14.8;2024-05-20 18:00:00
3379;PARIS-MONTSOURIS;0.0;0.0;2.0;15.1;2024-05-20 19:00:00
3380;PARIS-MONTSOURIS;0.0;0.0;1.9;15.2;2024-05-20 20:00:00
3381;PARIS-MONTSOURIS;0.0;38.0;1.7;15.2;2024-05-20 21:00:00
3382;PARIS-MONTSOURIS;0.0;0.0;1.7;15.2;2024-05-20 22:00:00
3383;PARIS-MONTSOURIS;8.2;50.0;3.4;15.1;2024-05-20 23:00:00
3384;PARIS-MONTSOURIS;0.0;6.0;1.4;15.0;2024-05-21 00:00:00
3385;PARIS-MONTSOURIS;1.8;41.0;0.6;15.0;2024-05-21 01:00:00
3386;PARIS-MONTSOURIS;0.0;0.0;1.2;15.0;2024-05-21 02:00:00
3387;PARIS-MONTSOURIS;0.0;0.0;1.1;14.8;2024-05-21 03:00:00
3388;PARIS-MONTSOURIS;0.0;0.0;2.4;14.2;2024-05-21 04:00:00
3389;PARIS-MONTSOURIS;0.0;0.0;2.2;13.4;2024-05-21 05:00:00
3390;PARIS-MONTSOURIS;0.0;0.0;1.6;13.4;2024-05-21 06:00:00
3391;PARIS-MONTSOURIS;0.0;0.0;2.8;13.2;2024-05-21 07:00:00
3392;PARIS-MONTSOURIS;0.0;0.0;1.7;14.1;2024-05-21 08:00:00
3393;PARIS-MONTSOURIS;0.0;0.0;1.6;14.9;2024-05-21 09:00:00
3394;PARIS-MONTSOURIS;0.0;0.0;3.2;16.2;2024-05-21 10:00:00
3395;PARIS-MONTSOURIS;0.0;0.0;1.7;17.9;2024-05-21 11:00:00
3396;PARIS-MONTSOURIS;0.0;0.0;1.7;18.7;2024-05-21 12:00:00
3397;PARIS-MONTSOURIS;0.0;0.0;2.9;19.1;2024-05-21 13:00:00
3398;PARIS-MONTSOURIS;0.0;0.0;2.1;18.8;2024-05-21 14:00:00
3399;PARIS-MONTSOURIS;1.4;28.0;3.0;17.2;2024-05-21 15:00:00
3400;PARIS-MONTSOURIS;1.6;37.0;2.6;16.2;2024-05-21 16:00:00
3401;PARIS-MONTSOURIS;0.0;0.0;3.8;16.4;2024-05-21 17:00:00
3402;PARIS-MONTSOURIS;0.0;0.0;3.5;16.6;2024-05-21 18:00:00
3403;PARIS-MONTSOURIS;0.0;0.0;1.8;16.3;2024-05-21 19:00:00
3404;PARIS-MONTSOURIS;0.0;0.0;4.3;15.6;2024-05-21 20:00:00
3405;PARIS-MONTSOURIS;0.0;0.0;3.5;15.1;2024-05-21 21:00:00
3406;PARIS-MONTSOURIS;0.2;18.0;2.7;14.6;2024-05-21 22:00:00
3407;PARIS-MONTSOURIS;0.0;0.0;2.8;14.3;2024-05-21 23:00:00
3408;PARIS-MONTSOURIS;0.0;0.0;2.9;13.7;2024-05-22 00:00:00
3409;PARIS-MONTSOURIS;0.0;0.0;2.0;13.7;2024-05-22 01:00:00
3410;PARIS-MONTSOURIS;0.0;0.0;3.2;13.6;2024-05-22 02:00:00
3411;PARIS-MONTSOURIS;0.0;0.0;3.1;13.7;2024-05-22 03:00:00
3412;PARIS-MONTSOURIS;0.0;0.0;2.5;13.8;2024-05-22 04:00:00
3413;PARIS-MONTSOURIS;0.0;0.0;3.5;13.9;2024-05-22 05:00:00
3414;PARIS-MONTSOURIS;0.0;0.0;2.8;13.8;2024-05-22 06:00:00
3415;PARIS-MONTSOURIS;0.0;0.0;2.8;14.0;2024-05-22 07:00:00
3416;PARIS-MONTSOURIS;0.0;0.0;3.7;14.4;2024-05-22 08:00:00
3417;PARIS-MONTSOURIS;0.0;0.0;3.2;15.3;2024-05-22 09:00:00
3418;PARIS-MONTSOURIS;0.0;0.0;4.1;16.1;2024-05-22 10:00:00
3419;PARIS-MONTSOURIS;0.0;0.0;3.0;16.2;2024-05-22 11:00:00
3420;PARIS-MONTSOURIS;0.0;0.0;1.6;17.4;2024-05-22 12:00:00
3421;PARIS-MONTSOURIS;0.0;4.0;6.1;16.4;2024-05-22 13:00:00
3422;PARIS-MONTSOURIS;0.4;6.0;1.5;15.6;2024-05-22 14:00:00
3423;PARIS-MONTSOURIS;0.4;5.0;3.0;17.2;2024-05-22 15:00:00
3424;PARIS-MONTSOURIS;0.0;0.0;3.7;19.3;2024-05-22 16:00:00
3425;PARIS-MONTSOURIS;0.0;0.0;3.7;19.2;2024-05-22 17:00:00
3426;PARIS-MONTSOURIS;0.0;8.0;3.0;20.1;2024-05-22 18:00:00
3427;PARIS-MONTSOURIS;0.0;2.0;3.5;18.8;2024-05-22 19:00:00
3428;PARIS-MONTSOURIS;0.0;0.0;3.1;16.7;2024-05-22 20:00:00
3429;PARIS-MONTSOURIS;0.0;0.0;1.4;15.2;2024-05-22 21:00:00
3430;PARIS-MONTSOURIS;0.0;0.0;2.4;14.2;2024-05-22 22:00:00
3431;PARIS-MONTSOURIS;0.0;0.0;1.4;13.6;2024-05-22 23:00:00
3432;PARIS-MONTSOURIS;0.0;0.0;0.7;13.4;2024-05-23 00:00:00
3433;PARIS-MONTSOURIS;0.0;0.0;2.4;13.9;2024-05-23 01:00:00
3434;PARIS-MONTSOURIS;0.0;0.0;1.7;14.2;2024-05-23 02:00:00
3435;PARIS-MONTSOURIS;0.0;0.0;1.8;14.1;2024-05-23 03:00:00
3436;PARIS-MONTSOURIS;0.0;0.0;2.1;13.8;2024-05-23 04:00:00
3437;PARIS-MONTSOURIS;0.0;0.0;2.3;13.6;2024-05-23 05:00:00
3438;PARIS-MONTSOURIS;0.0;0.0;2.1;13.6;2024-05-23 06:00:00
3439;PARIS-MONTSOURIS;0.0;0.0;1.1;13.9;2024-05-23 07:00:00
3440;PARIS-MONTSOURIS;0.0;0.0;1.7;14.8;2024-05-23 08:00:00
3441;PARIS-MONTSOURIS;0.0;0.0;2.4;15.5;2024-05-23 09:00:00
3442;PARIS-MONTSOURIS;0.0;0.0;2.6;16.5;2024-05-23 10:00:00
3443;PARIS-MONTSOURIS;0.0;0.0;2.1;17.8;2024-05-23 11:00:00
3444;PARIS-MONTSOURIS;0.0;0.0;2.6;17.9;2024-05-23 12:00:00
3445;PARIS-MONTSOURIS;0.0;0.0;1.2;18.9;2024-05-23 13:00:00
3446;PARIS-MONTSOURIS;0.0;0.0;1.0;19.0;2024-05-23 14:00:00
3447;PARIS-MONTSOURIS;0.0;0.0;5.2;19.1;2024-05-23 15:00:00
3448;PARIS-MONTSOURIS;0.0;0.0;4.0;17.4;2024-05-23 16:00:00
3449;PARIS-MONTSOURIS;0.2;38.0;2.6;15.9;2024-05-23 17:00:00
3450;PARIS-MONTSOURIS;0.0;49.0;1.2;15.9;2024-05-23 18:00:00
3451;PARIS-MONTSOURIS;0.0;23.0;1.5;16.0;2024-05-23 19:00:00
3452;PARIS-MONTSOURIS;0.0;0.0;2.0;15.2;2024-05-23 20:00:00
3453;PARIS-MONTSOURIS;0.0;0.0;1.5;15.0;2024-05-23 21:00:00
3454;PARIS-MONTSOURIS;0.0;0.0;1.8;14.8;2024-05-23 22:00:00
3455;PARIS-MONTSOURIS;0.0;0.0;1.4;14.8;2024-05-23 23:00:00
3456;PARIS-MONTSOURIS;0.0;0.0;1.4;14.5;2024-05-24 00:00:00
3457;PARIS-MONTSOURIS;0.0;0.0;1.1;14.1;2024-05-24 01:00:00
3458;PARIS-MONTSOURIS;0.0;0.0;1.8;13.5;2024-05-24 02:00:00
3459;PARIS-MONTSOURIS;0.0;0.0;2.9;13.3;2024-05-24 03:00:00
3460;PARIS-MONTSOURIS;0.0;0.0;3.4;13.9;2024-05-24 04:00:00
3461;PARIS-MONTSOURIS;0.0;0.0;3.1;13.5;2024-05-24 05:00:00
3462;PARIS-MONTSOURIS;0.0;0.0;3.4;13.5;2024-05-24 06:00:00
3463;PARIS-MONTSOURIS;0.0;0.0;3.5;14.2;2024-05-24 07:00:00
3464;PARIS-MONTSOURIS;0.0;0.0;3.3;14.5;2024-05-24 08:00:00
3465;PARIS-MONTSOURIS;0.0;0.0;2.8;15.3;2024-05-24 09:00:00
3466;PARIS-MONTSOURIS;0.0;0.0;1.9;16.0;2024-05-24 10:00:00
3467;PARIS-MONTSOURIS;0.0;0.0;1.8;17.2;2024-05-24 11:00:00
3468;PARIS-MONTSOURIS;0.0;0.0;2.9;18.1;2024-05-24 12:00:00
3469;PARIS-MONTSOURIS;0.0;0.0;3.3;18.5;2024-05-24 13:00:00
3470;PARIS-MONTSOURIS;0.0;0.0;4.3;18.6;2024-05-24 14:00:00
3471;PARIS-MONTSOURIS;0.0;0.0;2.9;19.0;2024-05-24 15:00:00
3472;PARIS-MONTSOURIS;0.0;0.0;3.9;18.7;2024-05-24 16:00:00
3473;PARIS-MONTSOURIS;0.0;0.0;3.9;18.9;2024-05-24 17:00:00
3474;PARIS-MONTSOURIS;0.0;0.0;3.7;18.6;2024-05-24 18:00:00
3475;PARIS-MONTSOURIS;0.0;0.0;4.1;15.9;2024-05-24 19:00:00
3476;PARIS-MONTSOURIS;0.0;0.0;2.1;14.9;2024-05-24 20:00:00
3477;PARIS-MONTSOURIS;0.0;0.0;0.8;14.4;2024-05-24 21:00:00
3478;PARIS-MONTSOURIS;0.0;0.0;1.2;13.8;2024-05-24 22:00:00
3479;PARIS-MONTSOURIS;0.0;0.0;2.9;13.8;2024-05-24 23:00:00
3480;PARIS-MONTSOURIS;0.0;0.0;2.2;13.7;2024-05-25 00:00:00
3481;PARIS-MONTSOURIS;0.0;0.0;2.0;13.2;2024-05-25 01:00:00
3482;PARIS-MONTSOURIS;0.0;0.0;2.1;12.8;2024-05-25 02:00:00
3483;PARIS-MONTSOURIS;0.0;0.0;2.1;12.0;2024-05-25 03:00:00
3484;PARIS-MONTSOURIS;0.0;0.0;2.2;11.6;2024-05-25 04:00:00
3485;PARIS-MONTSOURIS;0.0;0.0;2.5;11.6;2024-05-25 05:00:00
3486;PARIS-MONTSOURIS;0.0;0.0;1.7;11.9;2024-05-25 06:00:00
3487;PARIS-MONTSOURIS;0.0;0.0;1.3;13.3;2024-05-25 07:00:00
3488;PARIS-MONTSOURIS;0.0;0.0;2.1;15.9;2024-05-25 08:00:00
3489;PARIS-MONTSOURIS;0.0;0.0;2.0;17.5;2024-05-25 09:00:00
3490;PARIS-MONTSOURIS;0.0;0.0;2.6;18.3;2024-05-25 10:00:00
3491;PARIS-MONTSOURIS;0.0;0.0;2.5;18.9;2024-05-25 11:00:00
3492;PARIS-MONTSOURIS;0.0;0.0;2.0;19.8;2024-05-25 12:00:00
3493;PARIS-MONTSOURIS;0.0;0.0;1.3;20.0;2024-05-25 13:00:00
3494;PARIS-MONTSOURIS;0.0;0.0;2.2;21.0;2024-05-25 14:00:00
3495;PARIS-MONTSOURIS;0.0;0.0;2.7;21.1;2024-05-25 15:00:00
3496;PARIS-MONTSOURIS;0.0;0.0;2.7;22.2;2024-05-25 16:00:00
3497;PARIS-MONTSOURIS;0.0;0.0;3.3;21.5;2024-05-25 17:00:00
3498;PARIS-MONTSOURIS;0.0;0.0;3.2;20.8;2024-05-25 18:00:00
3499;PARIS-MONTSOURIS;0.0;0.0;2.8;19.7;2024-05-25 19:00:00
3500;PARIS-MONTSOURIS;0.0;0.0;3.3;18.5;2024-05-25 20:00:00
3501;PARIS-MONTSOURIS;0.0;0.0;2.2;17.7;2024-05-25 21:00:00
3502;PARIS-MONTSOURIS;0.0;0.0;1.5;17.0;2024-05-25 22:00:00
3503;PARIS-MONTSOURIS;0.0;0.0;2.7;17.1;2024-05-25 23:00:00
3504;PARIS-MONTSOURIS;0.0;0.0;2.4;17.4;2024-05-26 00:00:00
3505;PARIS-MONTSOURIS;0.0;0.0;2.3;16.7;2024-05-26 01:00:00
3506;PARIS-MONTSOURIS;0.0;3.0;1.9;16.2;2024-05-26 02:00:00
3507;PARIS-MONTSOURIS;0.0;0.0;2.2;16.2;2024-05-26 03:00:00
3508;PARIS-MONTSOURIS;0.0;8.0;1.1;15.9;2024-05-26 04:00:00
3509;PARIS-MONTSOURIS;0.0;0.0;3.3;15.7;2024-05-26 05:00:00
3510;PARIS-MONTSOURIS;0.0;0.0;2.8;15.8;2024-05-26 06:00:00
3511;PARIS-MONTSOURIS;0.0;0.0;2.7;16.5;2024-05-26 07:00:00
3512;PARIS-MONTSOURIS;0.0;0.0;3.6;17.6;2024-05-26 08:00:00
3513;PARIS-MONTSOURIS;0.0;0.0;3.2;18.3;2024-05-26 09:00:00
3514;PARIS-MONTSOURIS;0.0;0.0;4.9;18.7;2024-05-26 10:00:00
3515;PARIS-MONTSOURIS;0.0;0.0;4.0;20.0;2024-05-26 11:00:00
3516;PARIS-MONTSOURIS;0.0;0.0;4.9;21.8;2024-05-26 12:00:00
3517;PARIS-MONTSOURIS;0.0;0.0;4.9;22.4;2024-05-26 13:00:00
3518;PARIS-MONTSOURIS;0.0;0.0;3.4;20.9;2024-05-26 14:00:00
3519;PARIS-MONTSOURIS;0.0;0.0;5.4;19.3;2024-05-26 15:00:00
3520;PARIS-MONTSOURIS;0.0;0.0;5.1;20.3;2024-05-26 16:00:00
3521;PARIS-MONTSOURIS;0.0;0.0;4.7;19.6;2024-05-26 17:00:00
3522;PARIS-MONTSOURIS;0.0;0.0;4.3;19.9;2024-05-26 18:00:00
3523;PARIS-MONTSOURIS;0.0;0.0;3.1;18.3;2024-05-26 19:00:00
3524;PARIS-MONTSOURIS;0.0;0.0;3.9;17.7;2024-05-26 20:00:00
3525;PARIS-MONTSOURIS;0.0;0.0;1.2;17.1;2024-05-26 21:00:00
3526;PARIS-MONTSOURIS;0.0;0.0;1.2;16.5;2024-05-26 22:00:00
3527;PARIS-MONTSOURIS;0.0;0.0;1.4;15.4;2024-05-26 23:00:00
3528;PARIS-MONTSOURIS;0.0;0.0;1.3;15.2;2024-05-27 00:00:00
3529;PARIS-MONTSOURIS;0.0;0.0;1.5;15.5;2024-05-27 01:00:00
3530;PARIS-MONTSOURIS;0.0;2.0;2.5;15.5;2024-05-27 02:00:00
3531;PARIS-MONTSOURIS;0.0;0.0;2.4;14.6;2024-05-27 03:00:00
3532;PARIS-MONTSOURIS;0.0;0.0;2.3;14.3;2024-05-27 04:00:00
3533;PARIS-MONTSOURIS;0.0;0.0;1.3;14.3;2024-05-27 05:00:00
3534;PARIS-MONTSOURIS;0.0;0.0;2.2;14.5;2024-05-27 06:00:00
3535;PARIS-MONTSOURIS;0.0;0.0;1.9;14.3;2024-05-27 07:00:00
3536;PARIS-MONTSOURIS;0.0;0.0;1.9;14.5;2024-05-27 08:00:00
3537;PARIS-MONTSOURIS;0.0;0.0;2.0;15.7;2024-05-27 09:00:00
3538;PARIS-MONTSOURIS;0.0;0.0;1.7;15.7;2024-05-27 10:00:00
3539;PARIS-MONTSOURIS;0.0;0.0;2.9;16.2;2024-05-27 11:00:00
3540;PARIS-MONTSOURIS;1.0;25.0;3.0;14.2;2024-05-27 12:00:00
3541;PARIS-MONTSOURIS;0.0;0.0;3.2;15.5;2024-05-27 13:00:00
3542;PARIS-MONTSOURIS;0.0;18.0;1.7;13.9;2024-05-27 14:00:00
3543;PARIS-MONTSOURIS;0.0;0.0;2.7;14.3;2024-05-27 15:00:00
3544;PARIS-MONTSOURIS;0.0;0.0;3.2;16.3;2024-05-27 16:00:00
3545;PARIS-MONTSOURIS;0.0;0.0;3.0;16.3;2024-05-27 17:00:00
3546;PARIS-MONTSOURIS;0.0;0.0;4.9;16.2;2024-05-27 18:00:00
3547;PARIS-MONTSOURIS;0.0;0.0;2.2;15.9;2024-05-27 19:00:00
3548;PARIS-MONTSOURIS;0.0;0.0;1.4;13.6;2024-05-27 20:00:00
3549;PARIS-MONTSOURIS;0.0;0.0;1.0;12.6;2024-05-27 21:00:00
3550;PARIS-MONTSOURIS;0.0;0.0;1.7;12.1;2024-05-27 22:00:00
3551;PARIS-MONTSOURIS;0.0;0.0;1.8;11.9;2024-05-27 23:00:00
3552;PARIS-MONTSOURIS;0.0;0.0;1.4;11.2;2024-05-28 00:00:00
3553;PARIS-MONTSOURIS;0.0;0.0;2.1;10.8;2024-05-28 01:00:00
3554;PARIS-MONTSOURIS;0.0;0.0;2.1;10.5;2024-05-28 02:00:00
3555;PARIS-MONTSOURIS;0.0;0.0;1.8;10.0;2024-05-28 03:00:00
3556;PARIS-MONTSOURIS;0.0;0.0;2.3;10.1;2024-05-28 04:00:00
3557;PARIS-MONTSOURIS;0.2;0.0;2.7;10.4;2024-05-28 05:00:00
3558;PARIS-MONTSOURIS;0.0;0.0;2.5;11.3;2024-05-28 06:00:00
3559;PARIS-MONTSOURIS;0.0;0.0;2.7;12.5;2024-05-28 07:00:00
3560;PARIS-MONTSOURIS;0.0;2.0;4.2;13.3;2024-05-28 08:00:00
3561;PARIS-MONTSOURIS;0.0;55.0;3.6;14.4;2024-05-28 09:00:00
3562;PARIS-MONTSOURIS;1.0;60.0;3.5;14.4;2024-05-28 10:00:00
3563;PARIS-MONTSOURIS;0.4;60.0;3.7;14.6;2024-05-28 11:00:00
3564;PARIS-MONTSOURIS;0.2;50.0;3.4;14.8;2024-05-28 12:00:00
3565;PARIS-MONTSOURIS;0.6;37.0;3.0;14.8;2024-05-28 13:00:00
3566;PARIS-MONTSOURIS;0.2;26.0;3.6;15.3;2024-05-28 14:00:00
3567;PARIS-MONTSOURIS;0.0;3.0;2.4;15.6;2024-05-28 15:00:00
