date,Débit horaire
2024-09-08,407.4583333333333
2024-10-06,506.7916666666667
2024-11-24,197.0
2024-12-01,339.8181818181818
2025-01-05,655.1666666666666
2025-02-02,604.6666666666666
2025-03-02,504.25
2025-04-13,403.5416666666667
2025-05-04,500.5652173913044
2025-06-01,143.33333333333334
2025-07-27,293.90909090909093
2025-08-17,610.8095238095239
2025-09-21,292.4347826086956
2025-10-05,549.9583333333334
